GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25
11/08/2023VolendamVitesse,Volendam,Vitesse,11/08/2023,1.56,2.39,2.04,3.37,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,986.13199584072,1044.3734398627237,0.5169154644547589,1.1607109186125442,1.0028571342124915,0.0,0.0,1
12/08/2023PSV EindhovenUtrecht,PSV Eindhoven,Utrecht,12/08/2023,1.49,2.58,7.94,1.36,0.0,12,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.5,0.5,1304.244740760975,1098.5047871107733,0.830234027700496,1.3718097665989306,1.1014849117310903,0.0,0.0,0
12/08/2023HeerenveenWaalwijk,Heerenveen,Waalwijk,12/08/2023,1.57,2.36,4.26,1.75,0.0,9,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,0.0,0.0,0.5,0.5,1031.6225877342313,965.3071549507299,0.6866910480434456,1.1283733007853025,1.2267624564490736,0.0,0.0,1
12/08/2023AjaxHeracles,Ajax,Heracles,12/08/2023,1.34,3.2,13.26,1.18,0.0,3,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,1242.267160801209,944.0114440347221,0.8928176058325545,1.3164408076272167,0.9453133387786067,0.0,0.0,1
12/08/2023ZwolleSparta Rotterdam,Zwolle,Sparta Rotterdam,12/08/2023,1.76,2.04,2.78,2.47,0.0,17,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2222222222222223,0.0,0.0,0.5,0.5,928.4613604792376,1114.088345391779,0.33948222865293365,0.8842018406828847,1.1012687482888657,0.0,0.0,1
13/08/2023NijmegenExcelsior,Nijmegen,Excelsior,13/08/2023,1.55,2.4,5.79,1.51,0.0,12,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,968.2318629970861,922.4617823522339,0.6607024541622861,0.9835430231318875,1.0522467875122539,0.0,0.0,1
13/08/2023AZ AlkmaarGo Ahead Eagles,AZ Alkmaar,Go Ahead Eagles,13/08/2023,1.59,2.31,8.25,1.36,0.0,6,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.5,0.5,1176.2123514473928,985.7280258688096,0.8174951635126714,1.1263560550645562,1.0598406162975942,0.0,0.0,1
13/08/2023FeyenoordFor Sittard,Feyenoord,For Sittard,13/08/2023,1.31,3.36,16.29,1.15,0.0,9,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.5,0.5,1311.684350104181,949.6064987162072,0.9232424447520952,1.178917123771262,1.0600125845694712,0.0,0.0,0
13/08/2023Almere CityTwente,Almere City,Twente,13/08/2023,1.61,2.3,1.57,5.38,0.0,7,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1000.0,1194.4419308409153,0.32819827168358484,1.0,1.0876515258542865,0.0,0.0,1
18/08/2023HeraclesNijmegen,Heracles,Nijmegen,18/08/2023,1.61,2.3,2.74,2.42,1.0,17,11,1,3,4,4,1.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,1.75,1.0,3.0,1.0,1.0,939.7241482680242,941.8037648305947,0.5965188703077049,0.9740100694048522,1.0674145081521649,4.0,4.0,1
