GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25
05/08/2023BarnsleyPort Vale,Barnsley,Port Vale,05/08/2023,2.03,1.75,4.51,1.77,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5,1134.754079421203,942.9217038245073,0.8186500795644057,1.012777345859965,1.0341643181735822,0.0,0.0,1
05/08/2023BlackpoolBurton,Blackpool,Burton,05/08/2023,1.66,2.16,5.27,1.58,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.5,0.5,1131.4799048144878,1057.7465658934016,0.695803963579527,0.9514445783496711,1.1880777530213738,0.0,0.0,0
05/08/2023BoltonLincoln,Bolton,Lincoln,05/08/2023,2.19,1.64,4.97,1.7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5,1122.9768953377752,1033.4205751107272,0.7147322962844811,0.7684157208926115,0.8809580523048605,0.0,0.0,1
05/08/2023CambridgeOxford,Cambridge,Oxford,05/08/2023,2.12,1.69,2.32,3.03,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,942.5755569991532,927.3181984674579,0.6202903532748791,0.945696200351943,0.9810997521357346,0.0,0.0,0
05/08/2023CarlisleFleetwood Town,Carlisle,Fleetwood Town,05/08/2023,2.06,1.73,3.24,2.2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1000.0,968.939820195611,0.6414697883575651,1.0,1.0091591401516533,0.0,0.0,0
05/08/2023CharltonLeyton Orient,Charlton,Leyton Orient,05/08/2023,1.95,1.83,3.28,2.16,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,958.4495085365229,1000.0,0.5408508725444101,1.1293401343094072,1.0,0.0,0.0,0
05/08/2023DerbyWigan,Derby,Wigan,05/08/2023,1.9,1.87,5.02,1.66,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1073.7805529539241,1163.676531557122,0.47139864253433406,1.1169176282927156,1.111010378343612,0.0,0.0,1
05/08/2023NorthamptonStevenage,Northampton,Stevenage,05/08/2023,2.37,1.56,2.76,2.62,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,893.2790465463661,1000.0,0.4473501986986656,1.1034127373567488,1.0,0.0,0.0,0
05/08/2023PortsmouthBristol Rvs,Portsmouth,Bristol Rvs,05/08/2023,1.86,1.91,3.82,1.92,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888888888888889,0.0,0.0,0.5,0.5,1075.1080105534197,925.855142350513,0.779391003974922,0.8373425212253421,1.0726115655445174,0.0,0.0,0
05/08/2023ReadingPeterboro,Reading,Peterboro,05/08/2023,1.92,1.85,2.28,3.03,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1000.0,1042.0690480883884,0.5401095011551675,1.0,1.133445618463886,0.0,0.0,0
